400
1 1 0 1
1 1 1 2
1 1 2 3
1 1 3 4
1 1 4 5
1 1 5 6
1 1 6 7
1 1 7 8
1 1 8 9
1 1 9 10
1 1 10 11
1 1 11 12
1 1 12 13
1 1 13 14
1 1 14 15
1 1 15 16
1 1 16 17
1 1 17 18
1 1 18 19
1 1 19 20
1 1 20 21
1 1 21 22
1 1 22 23
1 1 23 24
1 1 24 25
1 1 25 26
1 1 26 27
1 1 27 28
1 1 28 29
1 1 29 30
1 1 30 31
1 1 31 32
1 1 32 33
1 1 33 34
1 1 34 35
1 1 35 36
1 1 36 37
1 1 37 38
1 1 38 39
1 1 39 40
1 1 40 41
1 1 41 42
1 1 42 43
1 1 43 44
1 1 44 45
1 1 45 46
1 1 46 47
1 1 47 48
1 1 48 49
1 1 49 50
1 1 50 51
1 1 51 52
1 1 52 53
1 1 53 54
1 1 54 55
1 1 55 56
1 1 56 57
1 1 57 58
1 1 58 59
1 1 59 60
1 1 60 61
1 1 61 62
1 1 62 63
1 1 63 64
1 1 64 65
1 1 65 66
1 1 66 67
1 1 67 68
1 1 68 69
1 1 69 70
1 1 70 71
1 1 71 72
1 1 72 73
1 1 73 74
1 1 74 75
1 1 75 76
1 1 76 77
1 1 77 78
1 1 78 79
1 1 79 80
1 1 80 81
1 1 81 82
1 1 82 83
1 1 83 84
1 1 84 85
1 1 85 86
1 1 86 87
1 1 87 88
1 1 88 89
1 1 89 90
1 1 90 91
1 1 91 92
1 1 92 93
1 1 93 94
1 1 94 95
1 1 95 96
1 1 96 97
1 1 97 98
1 1 98 99
1 1 99 100
1 2 100 201
1 2 201 302
1 2 302 403
1 2 403 504
1 2 504 605
1 2 605 706
1 2 706 807
1 2 807 908
1 2 908 1009
1 2 1009 1110
1 2 1110 1211
1 2 1211 1312
1 2 1312 1413
1 2 1413 1514
1 2 1514 1615
1 2 1615 1716
1 2 1716 1817
1 2 1817 1918
1 2 1918 2019
1 2 2019 2120
1 2 2120 2221
1 2 2221 2322
1 2 2322 2423
1 2 2423 2524
1 2 2524 2625
1 2 2625 2726
1 2 2726 2827
1 2 2827 2928
1 2 2928 3029
1 2 3029 3130
1 2 3130 3231
1 2 3231 3332
1 2 3332 3433
1 2 3433 3534
1 2 3534 3635
1 2 3635 3736
1 2 3736 3837
1 2 3837 3938
1 2 3938 4039
1 2 4039 4140
1 2 4140 4241
1 2 4241 4342
1 2 4342 4443
1 2 4443 4544
1 2 4544 4645
1 2 4645 4746
1 2 4746 4847
1 2 4847 4948
1 2 4948 5049
1 2 5049 5150
1 2 5150 5251
1 2 5251 5352
1 2 5352 5453
1 2 5453 5554
1 2 5554 5655
1 2 5655 5756
1 2 5756 5857
1 2 5857 5958
1 2 5958 6059
1 2 6059 6160
1 2 6160 6261
1 2 6261 6362
1 2 6362 6463
1 2 6463 6564
1 2 6564 6665
1 2 6665 6766
1 2 6766 6867
1 2 6867 6968
1 2 6968 7069
1 2 7069 7170
1 2 7170 7271
1 2 7271 7372
1 2 7372 7473
1 2 7473 7574
1 2 7574 7675
1 2 7675 7776
1 2 7776 7877
1 2 7877 7978
1 2 7978 8079
1 2 8079 8180
1 2 8180 8281
1 2 8281 8382
1 2 8382 8483
1 2 8483 8584
1 2 8584 8685
1 2 8685 8786
1 2 8786 8887
1 2 8887 8988
1 2 8988 9089
1 2 9089 9190
1 2 9190 9291
1 2 9291 9392
1 2 9392 9493
1 2 9493 9594
1 2 9594 9695
1 2 9695 9796
1 2 9796 9897
1 2 9897 9998
1 2 9998 10099
1 2 10099 10200
2 3 10100 10101
2 3 10101 10102
2 3 10102 10103
2 3 10103 10104
2 3 10104 10105
2 3 10105 10106
2 3 10106 10107
2 3 10107 10108
2 3 10108 10109
2 3 10109 10110
2 3 10110 10111
2 3 10111 10112
2 3 10112 10113
2 3 10113 10114
2 3 10114 10115
2 3 10115 10116
2 3 10116 10117
2 3 10117 10118
2 3 10118 10119
2 3 10119 10120
